item_id,neighbor_item_id,similarity
K8319-S8647-M0532,D2194-H2959-W1786,0.019662921348314606
K8319-S8647-M0532,N8679-Q6154-R2821,0.015463917525773196
K8319-S8647-M0532,X5260-P6651-V6837,0.014285714285714285
K8319-S8647-M0532,Y6763-P9515-O3584,0.014
K8319-S8647-M0532,R3583-T0611-N0597,0.013544018058690745
K8319-S8647-M0532,N0617-N6563-Q5075,0.011851851851851851
K8319-S8647-M0532,G4582-S5251-T8214,0.011818181818181818
K8319-S8647-M0532,G0259-L7093-S6807,0.010434782608695653
K8319-S8647-M0532,V2244-D1333-G8740,0.00929368029739777
K8319-S8647-M0532,D1832-I7156-Q1070,0.008849557522123894
K8319-S8647-M0532,C1124-Q1960-Y0846,0.008797653958944282
K8319-S8647-M0532,D0649-I0732-G2173,0.008791208791208791
K8319-S8647-M0532,U5072-D2582-I9358,0.008522727272727272
K8319-S8647-M0532,C2289-V4210-E9120,0.008426966292134831
K8319-S8647-M0532,J2473-O2250-O7843,0.008174386920980926
K8319-S8647-M0532,B5644-M5019-S7511,0.007633587786259542
K8319-S8647-M0532,S3628-O7660-G7707,0.007556675062972292
K8319-S8647-M0532,V7516-S4590-Q8958,0.0075
K8319-S8647-M0532,O4992-A1802-Y7675,0.006734006734006734
K8319-S8647-M0532,O0620-C5224-U4708,0.006696428571428571
K8319-S8647-M0532,Q4362-Y3393-J6498,0.006578947368421052
K8319-S8647-M0532,S1981-B5545-G6474,0.006172839506172839
K8319-S8647-M0532,S6403-A0188-U0762,0.006144393241167435
K8319-S8647-M0532,V3727-X3387-M9936,0.006042296072507553
K8319-S8647-M0532,M3376-Q6738-M0441,0.006042296072507553
K8319-S8647-M0532,T7223-P2909-L0324,0.006024096385542169
K8319-S8647-M0532,Y9958-Q7225-Q8815,0.006006006006006006
K8319-S8647-M0532,U2465-F7660-Y3288,0.006006006006006006
K8319-S8647-M0532,Y6233-D3590-G5209,0.005970149253731343
K8319-S8647-M0532,L5658-H9256-G0820,0.005952380952380952
K8319-S8647-M0532,Q1175-W4308-Z1370,0.005917159763313609
K8319-S8647-M0532,Z6402-V8652-T6161,0.005912786400591279
K8319-S8647-M0532,P9433-D6144-N1237,0.0058997050147492625
K8319-S8647-M0532,T2151-I9238-A1960,0.005847953216374269
K8319-S8647-M0532,Y4227-J7504-M4206,0.0058309037900874635
K8319-S8647-M0532,C4573-P2790-E5997,0.005813953488372093
K8319-S8647-M0532,G5395-C8726-L6838,0.005813953488372093
K8319-S8647-M0532,N6120-P4959-Z4634,0.005797101449275362
K8319-S8647-M0532,M6243-O4729-X3124,0.005797101449275362
K8319-S8647-M0532,Y4937-A9612-F7218,0.005763688760806916
K8319-S8647-M0532,P1239-R0959-V3509,0.005758157389635317
K8319-S8647-M0532,K2829-F0192-P8138,0.0057306590257879654
K8319-S8647-M0532,E7053-B4421-N3270,0.0057306590257879654
K8319-S8647-M0532,S7194-R4609-M1747,0.005681818181818182
K8319-S8647-M0532,F1003-N9999-C3478,0.0056657223796034
K8319-S8647-M0532,K4087-X0615-A3376,0.0056179775280898875
K8319-S8647-M0532,O8288-E6613-Z0999,0.0056022408963585435
K8319-S8647-M0532,J3124-W6523-P6062,0.0056022408963585435
K8319-S8647-M0532,K5809-R1518-V2973,0.005571030640668524
K8319-S8647-M0532,Z8805-M1601-C3471,0.005494505494505495
Y6233-D3590-G5209,K8319-S8647-M0532,0.005970149253731343
E1352-I9371-R0502,I9829-M5118-S6247,0.09803921568627451
E1352-I9371-R0502,B9973-M7503-M6674,0.06382978723404255
E1352-I9371-R0502,T1167-O3523-R2349,0.03508771929824561
E1352-I9371-R0502,U3285-S6705-H6940,0.03076923076923077
E1352-I9371-R0502,E5274-I4158-M1716,0.02564102564102564
E1352-I9371-R0502,W1184-A5270-L7869,0.021739130434782608
E1352-I9371-R0502,D9970-D3903-Q8427,0.020833333333333332
E1352-I9371-R0502,P1239-R0959-V3509,0.01276595744680851
E1352-I9371-R0502,E0365-X4878-R3914,0.010362694300518135
E1352-I9371-R0502,M5370-D5809-Z3195,0.007653061224489796
E1352-I9371-R0502,O3831-Y6909-O0731,0.007142857142857143
E1352-I9371-R0502,S0200-P2503-I4666,0.004728132387706856
E1352-I9371-R0502,Y9151-B2202-T0880,0.003976143141153081
E1352-I9371-R0502,Z6402-V8652-T6161,0.002798507462686567
E5274-I4158-M1716,U3285-S6705-H6940,0.06779661016949153
E5274-I4158-M1716,I9829-M5118-S6247,0.04
E5274-I4158-M1716,S9267-X1965-R0870,0.0392156862745098
E5274-I4158-M1716,M3046-C7110-N1866,0.0375
E5274-I4158-M1716,W7192-K9561-N4587,0.03571428571428571
E5274-I4158-M1716,O5837-D2710-F5306,0.031746031746031744
E5274-I4158-M1716,E1352-I9371-R0502,0.02564102564102564
E5274-I4158-M1716,L4048-B3855-V5131,0.016260162601626018
E5274-I4158-M1716,Y9151-B2202-T0880,0.006024096385542169
E5274-I4158-M1716,M5370-D5809-Z3195,0.005141388174807198
E5274-I4158-M1716,G4582-S5251-T8214,0.003658536585365854
I9829-M5118-S6247,E1352-I9371-R0502,0.09803921568627451
I9829-M5118-S6247,J2288-C2683-P9176,0.07407407407407407
I9829-M5118-S6247,U3285-S6705-H6940,0.05405405405405406
I9829-M5118-S6247,W1233-P6013-X9795,0.046511627906976744
I9829-M5118-S6247,E5274-I4158-M1716,0.04
I9829-M5118-S6247,Y9151-B2202-T0880,0.004210526315789474
U3285-S6705-H6940,R9415-P7220-U3136,0.07407407407407407
U3285-S6705-H6940,E5274-I4158-M1716,0.06779661016949153
U3285-S6705-H6940,I9829-M5118-S6247,0.05405405405405406
U3285-S6705-H6940,K5809-R1518-V2973,0.03571428571428571
U3285-S6705-H6940,E1352-I9371-R0502,0.03076923076923077
U3285-S6705-H6940,M3046-C7110-N1866,0.029411764705882353
U3285-S6705-H6940,X5260-P6651-V6837,0.010416666666666666
U3285-S6705-H6940,L4048-B3855-V5131,0.00851063829787234
U3285-S6705-H6940,Y9151-B2202-T0880,0.008264462809917356
Y9151-B2202-T0880,Y4659-Z6747-H4040,0.01773049645390071
Y9151-B2202-T0880,U5362-V0635-F6896,0.016304347826086956
Y9151-B2202-T0880,G4582-S5251-T8214,0.015459723352318959
Y9151-B2202-T0880,S1383-J8188-U0665,0.015
Y9151-B2202-T0880,B5561-U5923-H6405,0.014025245441795231
Y9151-B2202-T0880,O4992-A1802-Y7675,0.013831258644536652
Y9151-B2202-T0880,L4048-B3855-V5131,0.013513513513513514
Y9151-B2202-T0880,N0617-N6563-Q5075,0.012376237623762377
Y9151-B2202-T0880,C6604-G3039-P4501,0.011686143572621035
Y9151-B2202-T0880,X3505-K9014-M3836,0.011342155009451797
Y9151-B2202-T0880,S6403-A0188-U0762,0.010230179028132993
Y9151-B2202-T0880,S3213-O6034-K8808,0.010169491525423728
Y9151-B2202-T0880,Q6959-A5713-Z6786,0.009633911368015413
Y9151-B2202-T0880,P1239-R0959-V3509,0.009188361408882083
Y9151-B2202-T0880,M5370-D5809-Z3195,0.00865265760197775
Y9151-B2202-T0880,D8499-E7379-R5312,0.008291873963515755
Y9151-B2202-T0880,U3285-S6705-H6940,0.008264462809917356
Y9151-B2202-T0880,R4343-S5014-S1725,0.00819672131147541
Y9151-B2202-T0880,X2453-C8471-Z3166,0.008048289738430584
Y9151-B2202-T0880,D0535-R6557-E9117,0.00792393026941363
Y9151-B2202-T0880,S3628-O7660-G7707,0.007532956685499058
Y9151-B2202-T0880,S1981-B5545-G6474,0.0064516129032258064
Y9151-B2202-T0880,Q2139-M4041-E9801,0.0063025210084033615
Y9151-B2202-T0880,Z6594-J8357-J0089,0.006085192697768763
Y9151-B2202-T0880,S4769-Z7814-B7000,0.006060606060606061
Y9151-B2202-T0880,S7194-R4609-M1747,0.006042296072507553
Y9151-B2202-T0880,E5274-I4158-M1716,0.006024096385542169
Y9151-B2202-T0880,Z6058-N2149-W5970,0.005964214711729622
Y9151-B2202-T0880,R4767-W9955-T0853,0.005905511811023622
Y9151-B2202-T0880,Z5924-S5964-A5758,0.005825242718446602
Y9151-B2202-T0880,X2152-K6208-X4283,0.005813953488372093
Y9151-B2202-T0880,G5541-V2382-O2028,0.0056179775280898875
Y9151-B2202-T0880,Z6402-V8652-T6161,0.005376344086021506
Y9151-B2202-T0880,K0686-N2285-Z4902,0.0053404539385847796
Y9151-B2202-T0880,R3583-T0611-N0597,0.0051635111876075735
Y9151-B2202-T0880,Q4362-Y3393-J6498,0.005076142131979695
Y9151-B2202-T0880,Y4910-G0378-R9699,0.004702194357366771
Y9151-B2202-T0880,D1832-I7156-Q1070,0.004273504273504274
Y9151-B2202-T0880,K5880-Q6674-S0480,0.0042643923240938165
Y9151-B2202-T0880,V7747-S8787-Y4199,0.004246284501061571
Y9151-B2202-T0880,D0468-H1132-O3716,0.00423728813559322
Y9151-B2202-T0880,I9829-M5118-S6247,0.004210526315789474
Y9151-B2202-T0880,M4490-C8611-F3803,0.004210526315789474
Y9151-B2202-T0880,F8987-Y3956-F2998,0.0041841004184100415
Y9151-B2202-T0880,Q9718-V8467-N3738,0.0041841004184100415
Y9151-B2202-T0880,G7069-M3129-U0092,0.0041841004184100415
Y9151-B2202-T0880,T0563-A1026-K9139,0.004149377593360996
Y9151-B2202-T0880,A1647-B3083-M1315,0.004140786749482402
Y9151-B2202-T0880,K7544-P6649-V1106,0.004140786749482402
Y9151-B2202-T0880,H0576-D4182-F2563,0.004081632653061225
D6157-D2311-T8108,A7319-V3195-L3502,0.08333333333333333
D6157-D2311-T8108,J4241-Q7876-F7634,0.03508771929824561
D6157-D2311-T8108,W1044-M0979-E3825,0.030303030303030304
D6157-D2311-T8108,R1258-S6890-J5856,0.01834862385321101
D6157-D2311-T8108,H3068-V9325-H3407,0.00851063829787234
D6157-D2311-T8108,B5561-U5923-H6405,0.006578947368421052
D6157-D2311-T8108,G4582-S5251-T8214,0.0048367593712212815
D6157-D2311-T8108,Z6402-V8652-T6161,0.0018570102135561746
J4241-Q7876-F7634,Z8805-M1601-C3471,0.04081632653061224
J4241-Q7876-F7634,D6157-D2311-T8108,0.03508771929824561
D1832-I7156-Q1070,S6403-A0188-U0762,0.02707581227436823
D1832-I7156-Q1070,H3068-V9325-H3407,0.02122641509433962
D1832-I7156-Q1070,E0365-X4878-R3914,0.01804123711340206
D1832-I7156-Q1070,G4582-S5251-T8214,0.016831683168316833
D1832-I7156-Q1070,Q4362-Y3393-J6498,0.01634877384196185
D1832-I7156-Q1070,V7516-S4590-Q8958,0.016025641025641024
D1832-I7156-Q1070,Y4910-G0378-R9699,0.014492753623188406
D1832-I7156-Q1070,D1735-Y5057-E7616,0.0136986301369863
D1832-I7156-Q1070,S7194-R4609-M1747,0.01366742596810934
D1832-I7156-Q1070,J1689-E3078-Z9442,0.013422818791946308
D1832-I7156-Q1070,S1383-J8188-U0665,0.013054830287206266
D1832-I7156-Q1070,O0137-E6759-M7389,0.011834319526627219
D1832-I7156-Q1070,O2518-W4949-I4176,0.01171875
D1832-I7156-Q1070,A1647-B3083-M1315,0.011494252873563218
D1832-I7156-Q1070,Y4659-Z6747-H4040,0.011461318051575931
D1832-I7156-Q1070,D0649-I0732-G2173,0.01084010840108401
D1832-I7156-Q1070,S8255-L7513-V2221,0.01079136690647482
D1832-I7156-Q1070,S6673-P1894-V6476,0.010676156583629894
D1832-I7156-Q1070,L5124-T1068-A8181,0.010067114093959731
D1832-I7156-Q1070,L5658-H9256-G0820,0.009592326139088728
D1832-I7156-Q1070,P1239-R0959-V3509,0.009216589861751152
D1832-I7156-Q1070,K8319-S8647-M0532,0.008849557522123894
D1832-I7156-Q1070,X4636-S5267-W5390,0.008595988538681949
D1832-I7156-Q1070,M5370-D5809-Z3195,0.00847457627118644
D1832-I7156-Q1070,R3583-T0611-N0597,0.008333333333333333
D1832-I7156-Q1070,C1122-U5991-L7984,0.008097165991902834
D1832-I7156-Q1070,P8337-K5624-D9201,0.007936507936507936
D1832-I7156-Q1070,C6604-G3039-P4501,0.007853403141361256
D1832-I7156-Q1070,D8499-E7379-R5312,0.0078125
D1832-I7156-Q1070,D5259-W2013-P4033,0.0078125
D1832-I7156-Q1070,H2856-V8300-O1308,0.007782101167315175
D1832-I7156-Q1070,B9243-K8665-L0848,0.007751937984496124
D1832-I7156-Q1070,Z2522-K6937-L8949,0.007633587786259542
D1832-I7156-Q1070,D1743-W7777-W2803,0.0076045627376425855
D1832-I7156-Q1070,G0121-T8883-V0776,0.007547169811320755
D1832-I7156-Q1070,P6609-Q0500-W9384,0.007518796992481203
D1832-I7156-Q1070,X9125-L7297-Y4726,0.007434944237918215
D1832-I7156-Q1070,J3124-W6523-P6062,0.007380073800738007
D1832-I7156-Q1070,T5102-T5293-C7967,0.0072992700729927005
D1832-I7156-Q1070,P4581-F0993-C3536,0.007067137809187279
D1832-I7156-Q1070,E6949-R5689-G4019,0.007042253521126761
D1832-I7156-Q1070,M3046-C7110-N1866,0.007017543859649123
D1832-I7156-Q1070,Z5617-S1411-A3634,0.006896551724137931
D1832-I7156-Q1070,P3992-Y0414-S2162,0.006825938566552901
D1832-I7156-Q1070,L3054-E5259-J3647,0.006779661016949152
D1832-I7156-Q1070,L4048-B3855-V5131,0.0066518847006651885
D1832-I7156-Q1070,S3628-O7660-G7707,0.00641025641025641
D1832-I7156-Q1070,D8752-M3081-O6122,0.00641025641025641
D1832-I7156-Q1070,L2209-Q6198-L6855,0.006024096385542169
D1832-I7156-Q1070,E7334-H5398-D9246,0.005928853754940711
L4048-B3855-V5131,O4992-A1802-Y7675,0.016877637130801686
L4048-B3855-V5131,V2244-D1333-G8740,0.016666666666666666
L4048-B3855-V5131,E5274-I4158-M1716,0.016260162601626018
L4048-B3855-V5131,I3098-C0400-V4323,0.01509433962264151
L4048-B3855-V5131,S7194-R4609-M1747,0.014669926650366748
L4048-B3855-V5131,C6604-G3039-P4501,0.014285714285714285
L4048-B3855-V5131,S1383-J8188-U0665,0.014164305949008499
L4048-B3855-V5131,Y9151-B2202-T0880,0.013513513513513514
L4048-B3855-V5131,Z8612-S3126-K9320,0.013215859030837005
L4048-B3855-V5131,G4582-S5251-T8214,0.013211382113821139
L4048-B3855-V5131,O8288-E6613-Z0999,0.0125
L4048-B3855-V5131,R5959-G3306-Y5666,0.011904761904761904
L4048-B3855-V5131,S3213-O6034-K8808,0.011730205278592375
L4048-B3855-V5131,C0180-T1767-T5205,0.0110803324099723
L4048-B3855-V5131,A4461-U4745-J5177,0.0109375
L4048-B3855-V5131,M5370-D5809-Z3195,0.01073345259391771
L4048-B3855-V5131,X3505-K9014-M3836,0.010676156583629894
L4048-B3855-V5131,E7334-H5398-D9246,0.010548523206751054
L4048-B3855-V5131,S2580-G3692-Y1716,0.009389671361502348
L4048-B3855-V5131,A2834-F2423-Z0851,0.009345794392523364
L4048-B3855-V5131,A1213-S8476-J6227,0.00909090909090909
L4048-B3855-V5131,Y4878-M2444-T6716,0.009009009009009009
L4048-B3855-V5131,Z6402-V8652-T6161,0.008914100486223663
L4048-B3855-V5131,D0649-I0732-G2173,0.008823529411764706
L4048-B3855-V5131,Z2522-K6937-L8949,0.008620689655172414
L4048-B3855-V5131,A1647-B3083-M1315,0.008620689655172414
L4048-B3855-V5131,V9362-G5492-J3990,0.008620689655172414
L4048-B3855-V5131,U3285-S6705-H6940,0.00851063829787234
L4048-B3855-V5131,Q1457-T8476-R9952,0.00851063829787234
L4048-B3855-V5131,V0578-O5078-U3069,0.008438818565400843
L4048-B3855-V5131,I5807-K8660-Y8330,0.008403361344537815
L4048-B3855-V5131,U1640-Q2097-Z4869,0.00823045267489712
L4048-B3855-V5131,P4581-F0993-C3536,0.007905138339920948
L4048-B3855-V5131,V0613-W1955-T9086,0.007874015748031496
L4048-B3855-V5131,M3046-C7110-N1866,0.00784313725490196
L4048-B3855-V5131,X2411-T8722-F0269,0.007782101167315175
L4048-B3855-V5131,L5658-H9256-G0820,0.007731958762886598
L4048-B3855-V5131,M8089-M5587-D6253,0.007692307692307693
L4048-B3855-V5131,Z5617-S1411-A3634,0.007692307692307693
L4048-B3855-V5131,T0305-S4530-R4442,0.007692307692307693
L4048-B3855-V5131,J1689-E3078-Z9442,0.007407407407407408
L4048-B3855-V5131,N4359-O6481-C1194,0.007352941176470588
L4048-B3855-V5131,N0617-N6563-Q5075,0.007104795737122558
L4048-B3855-V5131,V7516-S4590-Q8958,0.007017543859649123
L4048-B3855-V5131,J1929-N3749-N5360,0.006944444444444444
L4048-B3855-V5131,D1832-I7156-Q1070,0.0066518847006651885
L4048-B3855-V5131,X6215-H0978-Z7031,0.006593406593406593
L4048-B3855-V5131,B5561-U5923-H6405,0.006396588486140725
L4048-B3855-V5131,Y4659-Z6747-H4040,0.006230529595015576
L4048-B3855-V5131,R3583-T0611-N0597,0.006042296072507553
S1383-J8188-U0665,D9115-G0265-M2856,0.03550295857988166
S1383-J8188-U0665,E0365-X4878-R3914,0.027491408934707903
S1383-J8188-U0665,O0137-E6759-M7389,0.025
S1383-J8188-U0665,D1735-Y5057-E7616,0.02040816326530612
S1383-J8188-U0665,A1647-B3083-M1315,0.01818181818181818
S1383-J8188-U0665,V6093-X5171-H3533,0.016483516483516484
S1383-J8188-U0665,S6403-A0188-U0762,0.015021459227467811
S1383-J8188-U0665,Y9151-B2202-T0880,0.015
S1383-J8188-U0665,J1689-E3078-Z9442,0.014778325123152709
S1383-J8188-U0665,E7334-H5398-D9246,0.014742014742014743
S1383-J8188-U0665,L4048-B3855-V5131,0.014164305949008499
S1383-J8188-U0665,D8499-E7379-R5312,0.013937282229965157
S1383-J8188-U0665,R8699-V5151-A0255,0.013071895424836602
S1383-J8188-U0665,N0290-D7102-E5499,0.013071895424836602
S1383-J8188-U0665,I2642-Q7115-N7410,0.013071895424836602
S1383-J8188-U0665,D1832-I7156-Q1070,0.013054830287206266
S1383-J8188-U0665,J2288-C2683-P9176,0.012578616352201259
S1383-J8188-U0665,E1015-E2886-U9176,0.012578616352201259
S1383-J8188-U0665,O2518-W4949-I4176,0.012422360248447204
S1383-J8188-U0665,W0997-R2754-R9115,0.012422360248447204
S1383-J8188-U0665,O4992-A1802-Y7675,0.012165450121654502
S1383-J8188-U0665,F0066-M0587-C2787,0.012121212121212121
S1383-J8188-U0665,P1239-R0959-V3509,0.011834319526627219
S1383-J8188-U0665,Y4659-Z6747-H4040,0.011811023622047244
S1383-J8188-U0665,O5837-D2710-F5306,0.011695906432748537
S1383-J8188-U0665,X9325-V4827-U5140,0.011428571428571429
S1383-J8188-U0665,S4769-Z7814-B7000,0.0111731843575419
S1383-J8188-U0665,G4582-S5251-T8214,0.010857763300760043
S1383-J8188-U0665,A0428-P1571-Q9019,0.010752688172043012
S1383-J8188-U0665,R5959-G3306-Y5666,0.0106951871657754
S1383-J8188-U0665,A3837-I0624-Q8887,0.010362694300518135
S1383-J8188-U0665,M8089-M5587-D6253,0.010309278350515464
S1383-J8188-U0665,Y2451-R6308-J6334,0.01
S1383-J8188-U0665,S1981-B5545-G6474,0.009868421052631578
S1383-J8188-U0665,L5124-T1068-A8181,0.009852216748768473
S1383-J8188-U0665,Y4910-G0378-R9699,0.009345794392523364
S1383-J8188-U0665,L5658-H9256-G0820,0.009316770186335404
S1383-J8188-U0665,V7516-S4590-Q8958,0.0091324200913242
S1383-J8188-U0665,H3068-V9325-H3407,0.008982035928143712
S1383-J8188-U0665,Z6402-V8652-T6161,0.006831767719897523
S1383-J8188-U0665,D0461-B7061-F7551,0.004878048780487805
S1383-J8188-U0665,K8319-S8647-M0532,0.00423728813559322
S1383-J8188-U0665,O8896-E4881-S9134,0.0037174721189591076
V7516-S4590-Q8958,A3837-I0624-Q8887,0.03333333333333333
V7516-S4590-Q8958,W9271-A1592-H7933,0.022988505747126436
V7516-S4590-Q8958,R1258-S6890-J5856,0.021897810218978103
V7516-S4590-Q8958,N8679-Q6154-R2821,0.021739130434782608
V7516-S4590-Q8958,S6673-P1894-V6476,0.017391304347826087
V7516-S4590-Q8958,W5351-Q3517-D0738,0.016666666666666666
V7516-S4590-Q8958,D1832-I7156-Q1070,0.016025641025641024
V7516-S4590-Q8958,Z3549-Y2766-M7322,0.015503875968992248
V7516-S4590-Q8958,S3628-O7660-G7707,0.013793103448275862
V7516-S4590-Q8958,V2244-D1333-G8740,0.010452961672473868
V7516-S4590-Q8958,R3583-T0611-N0597,0.010309278350515464
V7516-S4590-Q8958,S1383-J8188-U0665,0.0091324200913242
V7516-S4590-Q8958,K8319-S8647-M0532,0.0075
V7516-S4590-Q8958,L4048-B3855-V5131,0.007017543859649123
V7516-S4590-Q8958,G4582-S5251-T8214,0.002331002331002331
O0620-C5224-U4708,V9944-B7630-L6221,0.023255813953488372
O0620-C5224-U4708,X8913-P4033-I4929,0.020134228187919462
O0620-C5224-U4708,W0061-S2492-K9634,0.016129032258064516
O0620-C5224-U4708,V8524-I4820-G0140,0.014925373134328358
O0620-C5224-U4708,M2137-Z2935-N1350,0.014705882352941176
O0620-C5224-U4708,P0738-Y5310-G1859,0.014705882352941176
O0620-C5224-U4708,B0795-V9492-E1160,0.014598540145985401
O0620-C5224-U4708,J0913-Z0975-X6237,0.014598540145985401
O0620-C5224-U4708,Q6928-L9895-M8998,0.014492753623188406
O0620-C5224-U4708,X0642-D4855-H3388,0.014285714285714285
O0620-C5224-U4708,M8211-H2110-H9727,0.014285714285714285
O0620-C5224-U4708,M4909-L6170-M0555,0.013513513513513514
O0620-C5224-U4708,P1239-R0959-V3509,0.012698412698412698
O0620-C5224-U4708,L5482-R0252-E5524,0.012578616352201259
O0620-C5224-U4708,N9205-U7197-C5339,0.011904761904761904
O0620-C5224-U4708,R2207-X4217-U7151,0.011834319526627219
O0620-C5224-U4708,U3230-X6148-S5533,0.011428571428571429
O0620-C5224-U4708,A7014-J1455-E8299,0.011299435028248588
O0620-C5224-U4708,I6167-M9024-L9893,0.011111111111111112
O0620-C5224-U4708,N8679-Q6154-R2821,0.0106951871657754
O0620-C5224-U4708,B5644-M5019-S7511,0.010582010582010581
O0620-C5224-U4708,S3628-O7660-G7707,0.010362694300518135
O0620-C5224-U4708,Q5742-B6002-N0991,0.0091324200913242
O0620-C5224-U4708,Z6402-V8652-T6161,0.006968641114982578
O0620-C5224-U4708,K8319-S8647-M0532,0.006696428571428571
O0620-C5224-U4708,Y4910-G0378-R9699,0.006688963210702341
O0620-C5224-U4708,V2244-D1333-G8740,0.005952380952380952
O0620-C5224-U4708,G4582-S5251-T8214,0.005537098560354375
O0620-C5224-U4708,B5561-U5923-H6405,0.005249343832020997
O0620-C5224-U4708,M5370-D5809-Z3195,0.004219409282700422
O0620-C5224-U4708,N0617-N6563-Q5075,0.004201680672268907
O0620-C5224-U4708,R5646-F7150-I1031,0.0035778175313059034
O0620-C5224-U4708,Y9151-B2202-T0880,0.003424657534246575
V9944-B7630-L6221,W0061-S2492-K9634,0.2
V9944-B7630-L6221,M2137-Z2935-N1350,0.09090909090909091
V9944-B7630-L6221,O0620-C5224-U4708,0.023255813953488372
E7334-H5398-D9246,H3068-V9325-H3407,0.04805491990846682
E7334-H5398-D9246,X5260-P6651-V6837,0.0405727923627685
E7334-H5398-D9246,S7194-R4609-M1747,0.03524229074889868
E7334-H5398-D9246,N0617-N6563-Q5075,0.03150912106135987
E7334-H5398-D9246,C1522-U9064-B2137,0.03125
E7334-H5398-D9246,I3098-C0400-V4323,0.01567398119122257
E7334-H5398-D9246,S6403-A0188-U0762,0.015384615384615385
E7334-H5398-D9246,D5427-N0751-Q1130,0.015060240963855422
E7334-H5398-D9246,S1383-J8188-U0665,0.014742014742014743
E7334-H5398-D9246,H1012-S9664-C6792,0.013513513513513514
E7334-H5398-D9246,U5077-W6069-M1952,0.012461059190031152
E7334-H5398-D9246,S1981-B5545-G6474,0.01182033096926714
E7334-H5398-D9246,Y4910-G0378-R9699,0.011363636363636364
E7334-H5398-D9246,L4048-B3855-V5131,0.010548523206751054
E7334-H5398-D9246,X8913-P4033-I4929,0.010238907849829351
E7334-H5398-D9246,E0365-X4878-R3914,0.009615384615384616
E7334-H5398-D9246,Z5617-S1411-A3634,0.009554140127388535
E7334-H5398-D9246,M8089-M5587-D6253,0.009554140127388535
E7334-H5398-D9246,X2152-K6208-X4283,0.009375
E7334-H5398-D9246,G4582-S5251-T8214,0.007662835249042145
